PM2.5 (µg/m³),CO (mg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),BP (mmHg),month,weekday,hour,season,AQI_PM_2_5,AQI_CO
30.06,0.83,29.67,91.08,0.3,309.3,0.0,996.7,8,4,4,2,1,0
29.38,0.79,29.69,91.08,0.4,332.13,0.0,996.6,8,4,5,2,0,0
28.89,0.77,29.75,91.08,0.42,324.96,0.0,996.6,8,4,5,2,0,0
28.89,0.75,29.81,91.08,0.34,328.85,0.0,996.7,8,4,5,2,0,0
28.89,0.68,29.9,91.08,0.22,342.49,0.0,996.5,8,4,5,2,0,0
29.24,0.53,30.01,91.09,0.63,344.59,0.0,996.3,8,4,6,2,0,0
29.49,0.53,30.13,91.1,0.77,346.27,0.0,996.6,8,4,6,2,0,0
29.49,0.51,30.33,91.1,0.67,4.21,0.0,996.5,8,4,6,2,0,0
29.49,0.56,30.6,91.12,0.79,358.11,0.0,996.7,8,4,6,2,0,0
26.89,0.54,30.76,90.9,0.57,328.61,0.0,996.6,8,4,7,2,0,0
24.99,0.53,30.87,90.4,0.46,282.66,0.0,997.1,8,4,7,2,0,0
24.99,0.51,31.11,89.22,0.31,308.32,0.0,996.7,8,4,7,2,0,0
24.99,0.5,31.48,86.46,0.13,247.08,0.0,996.8,8,4,7,2,0,0
21.94,0.45,31.88,83.81,0.64,156.33,0.0,996.4,8,4,8,2,0,0
19.7,0.42,32.04,82.41,0.24,168.78,0.0,997.7,8,4,8,2,0,0
19.7,0.39,32.65,78.36,0.2,151.92,0.0,998.6,8,4,8,2,0,0
19.7,0.37,32.91,75.41,0.73,146.29,0.0,999.2,8,4,8,2,0,0
16.3,0.36,33.06,74.8,0.24,134.37,0.0,999.1,8,4,9,2,0,0
13.82,0.37,33.36,73.57,0.51,3.22,0.0,999.3,8,4,9,2,0,0
13.82,0.35,33.41,71.57,0.09,336.4,0.0,999.4,8,4,9,2,0,0
13.82,0.35,33.88,69.12,0.26,165.46,0.0,999.0,8,4,9,2,0,0
12.44,0.34,33.86,68.41,0.36,156.41,0.0,999.1,8,4,10,2,0,0
11.44,0.36,33.61,69.64,0.25,154.75,0.0,999.2,8,4,10,2,0,0
11.44,0.36,33.73,68.03,0.62,167.27,0.0,999.3,8,4,10,2,0,0
11.44,0.36,34.27,65.11,0.76,146.7,0.0,999.3,8,4,10,2,0,0
10.84,0.37,34.47,64.6,0.55,128.39,0.0,999.4,8,4,11,2,0,0
10.41,0.37,34.69,64.53,0.13,150.15,0.0,999.2,8,4,11,2,0,0
2.41,0.35,19.74,60.55,0.45,317.27,0.0,861.0,8,4,13,2,0,0
2.41,0.36,34.77,73.78,0.51,325.35,0.0,947.3,8,4,13,2,0,0
2.47,0.34,32.15,77.75,0.49,328.94,0.0,1018.4,8,4,14,2,0,0
2.49,0.38,33.28,80.4,0.25,216.36,0.0,1003.5,8,4,14,2,0,0
2.49,0.4,36.15,81.35,0.55,149.6,0.0,1006.3,8,4,14,2,0,0
2.49,0.38,36.76,79.7,0.42,139.82,0.0,1005.9,8,4,14,2,0,0
3.63,0.39,34.55,78.66,1.08,130.51,0.0,1003.1,8,4,15,2,0,0
4.07,0.38,32.36,80.45,0.66,121.78,0.0,1000.7,8,4,15,2,0,0
4.07,0.39,32.68,84.46,0.36,151.9,0.0,1001.6,8,4,15,2,0,0
4.07,0.38,37.56,87.23,0.42,117.7,0.0,1009.6,8,4,15,2,0,0
3.74,0.38,40.15,86.74,0.39,142.05,0.0,1012.8,8,4,16,2,0,0
3.61,0.37,38.0,83.4,0.53,121.71,0.0,1008.8,8,4,16,2,0,0
3.61,0.39,32.69,79.5,0.32,139.84,0.0,1000.2,8,4,16,2,0,0
3.61,0.39,31.67,79.58,0.32,151.52,0.0,999.1,8,4,16,2,0,0
7.26,0.4,31.5,80.47,0.18,143.35,0.0,999.2,8,4,17,2,0,0
8.66,0.38,15.2,75.98,0.36,136.91,1.6,970.5,8,4,17,2,0,0
8.66,0.39,19.79,82.59,0.44,107.33,0.6,980.6,8,4,17,2,0,0
8.66,0.48,29.38,83.88,0.4,97.5,0.0,995.9,8,4,17,2,0,0
9.61,0.53,29.31,83.52,0.44,112.72,2.2,998.2,8,4,18,2,0,0
9.98,0.5,28.6,84.08,0.31,78.0,0.2,1000.9,8,4,18,2,0,0
9.98,0.62,28.54,84.09,0.43,100.62,0.0,1000.4,8,4,18,2,0,0
9.98,0.97,28.81,83.35,0.58,111.64,0.0,997.5,8,4,18,2,0,0
9.19,0.62,28.97,81.7,0.45,125.04,0.0,995.4,8,4,19,2,0,0
8.88,0.52,28.99,81.57,0.18,140.88,0.0,994.5,8,4,19,2,0,0
8.88,0.45,29.06,80.55,0.36,139.09,0.0,993.3,8,4,19,2,0,0
8.88,0.45,29.17,79.61,0.48,139.73,0.0,992.7,8,4,19,2,0,0
9.03,0.46,29.26,79.01,0.45,120.7,0.0,992.5,8,4,20,2,0,0
9.09,0.46,29.26,79.07,0.39,134.8,0.0,992.1,8,4,20,2,0,0
9.09,0.46,29.29,78.87,0.41,130.77,0.0,991.9,8,4,20,2,0,0
9.09,0.45,29.3,78.93,0.5,125.54,0.0,991.6,8,4,20,2,0,0
8.07,0.47,29.19,79.85,0.78,119.55,0.0,992.9,8,4,21,2,0,0
7.68,0.45,29.08,80.82,0.5,119.26,0.0,993.3,8,4,21,2,0,0
7.68,0.44,29.03,81.26,0.35,138.66,0.0,993.6,8,4,21,2,0,0
7.68,0.46,29.03,81.33,0.42,133.45,0.0,993.6,8,4,21,2,0,0
8.11,0.42,28.96,81.41,0.41,134.2,0.0,993.9,8,4,22,2,0,0
8.27,0.47,28.96,81.57,0.11,141.65,0.0,992.8,8,4,22,2,0,0
8.27,0.41,28.91,81.19,0.21,154.87,0.0,992.3,8,4,22,2,0,0
8.27,0.38,28.86,81.26,0.24,140.49,0.0,992.5,8,4,22,2,0,0
6.89,0.36,28.8,81.37,0.11,153.53,0.0,992.8,8,4,23,2,0,0
6.36,0.36,28.72,81.63,0.14,150.23,0.0,992.6,8,4,23,2,0,0
6.36,0.34,28.68,81.58,0.38,143.04,0.0,992.6,8,4,23,2,0,0
5.2,0.32,28.57,81.9,0.28,150.64,0.0,993.3,8,5,0,2,0,0
4.75,0.33,28.57,82.23,0.15,152.53,0.0,993.0,8,5,0,2,0,0
4.75,0.33,28.57,82.36,0.13,209.31,0.0,992.7,8,5,0,2,0,0
4.75,0.33,28.52,82.44,0.08,212.93,0.0,993.0,8,5,0,2,0,0
5.94,0.33,28.44,82.77,0.11,180.86,0.0,993.7,8,5,1,2,0,0
6.4,0.34,28.35,83.17,0.11,181.61,0.0,994.0,8,5,1,2,0,0
6.4,0.33,28.3,83.27,0.06,148.32,0.0,994.3,8,5,1,2,0,0
6.4,0.32,28.29,83.32,0.23,169.6,0.0,994.0,8,5,1,2,0,0
5.06,0.26,28.32,83.18,0.22,167.7,0.0,993.3,8,5,2,2,0,0
4.54,0.28,28.32,83.15,0.3,168.3,0.0,993.3,8,5,2,2,0,0
4.54,0.29,28.31,83.7,0.34,157.4,0.0,993.2,8,5,2,2,0,0
4.54,0.28,28.29,83.89,0.35,142.55,0.0,993.3,8,5,2,2,0,0
4.26,0.29,28.27,84.06,0.31,136.12,0.0,993.6,8,5,3,2,0,0
4.15,0.28,28.29,83.98,0.29,135.8,0.0,993.5,8,5,3,2,0,0
4.15,0.28,28.33,83.5,0.17,154.33,0.0,993.5,8,5,3,2,0,0
4.15,0.28,28.33,83.96,0.1,156.78,0.0,993.7,8,5,3,2,0,0
5.14,0.28,28.13,84.06,0.16,149.13,0.0,994.2,8,5,4,2,0,0
5.52,0.26,27.93,84.06,0.24,139.17,0.2,994.8,8,5,4,2,0,0
5.52,0.28,27.88,84.06,0.17,162.72,0.0,995.4,8,5,4,2,0,0
5.52,0.27,27.87,84.06,0.19,150.66,0.0,996.3,8,5,4,2,0,0
4.65,0.27,27.87,84.06,0.14,169.21,0.0,996.9,8,5,5,2,0,0
4.32,0.27,27.86,84.06,0.29,176.62,0.0,996.2,8,5,5,2,0,0
4.32,0.28,27.92,84.06,0.21,153.8,0.0,995.0,8,5,5,2,0,0
4.32,0.28,28.0,84.07,0.46,149.59,0.0,994.7,8,5,5,2,0,0
3.74,0.31,28.13,84.08,0.46,142.72,0.0,994.9,8,5,6,2,0,0
3.52,0.35,28.39,83.49,0.82,131.89,0.0,994.3,8,5,6,2,0,0
3.52,0.34,28.65,81.83,0.72,118.43,0.0,993.8,8,5,6,2,0,0
3.52,0.35,28.6,81.88,0.71,114.85,0.0,993.1,8,5,6,2,0,0
2.95,0.36,28.69,81.4,0.71,117.67,0.0,993.8,8,5,7,2,0,0
2.74,0.37,28.95,80.47,0.87,115.77,0.0,994.0,8,5,7,2,0,0
2.74,0.38,29.14,79.94,0.84,102.47,0.0,993.5,8,5,7,2,0,0
2.74,0.37,29.29,79.35,0.86,108.87,0.0,993.7,8,5,7,2,0,0
2.59,0.47,29.55,77.36,0.57,109.92,0.0,993.7,8,5,8,2,0,0
2.54,0.8,30.0,76.14,0.52,102.17,0.0,993.8,8,5,8,2,0,0
2.54,0.59,30.28,74.5,0.98,106.18,0.0,995.3,8,5,8,2,0,0
2.54,0.61,30.78,73.8,0.88,112.16,0.0,996.6,8,5,8,2,0,0
8.82,0.87,32.16,75.33,0.66,105.7,0.0,1004.0,8,5,9,2,0,0
11.23,0.85,37.66,78.35,0.85,101.57,0.0,1014.0,8,5,9,2,0,0
11.23,0.85,39.96,81.39,0.63,102.53,0.0,1016.6,8,5,9,2,0,0
11.23,1.03,39.28,82.95,0.44,106.38,0.0,1016.0,8,5,9,2,0,1
11.4,1.02,43.69,85.35,0.94,104.27,0.0,1022.0,8,5,10,2,0,1
11.46,0.83,48.43,87.58,1.17,101.79,0.0,1026.5,8,5,10,2,0,0
11.46,0.78,49.99,87.3,0.6,116.94,0.0,1026.5,8,5,10,2,0,0
11.46,0.69,55.35,92.46,1.26,106.88,0.0,1040.6,8,5,10,2,0,0
9.01,0.68,55.98,87.51,0.65,108.98,0.2,1040.6,8,5,11,2,0,0
10.66,0.73,45.7,79.82,0.45,114.67,0.0,1023.5,8,5,12,2,0,0
10.66,0.61,39.65,79.45,0.27,138.18,0.0,1037.9,8,5,12,2,0,0
10.66,0.7,36.33,79.18,0.52,113.09,0.0,1084.3,8,5,12,2,0,0
9.0,0.7,41.86,83.66,0.46,95.25,0.0,1087.6,8,5,13,2,0,0
12.16,0.9,32.78,92.7,0.66,112.79,0.0,1085.9,8,5,14,2,0,0
12.68,1.4,29.8,88.52,0.59,100.29,0.0,1001.9,8,5,14,2,0,1
12.68,0.72,31.26,87.98,0.36,97.18,0.0,1003.4,8,5,14,2,0,0
12.68,1.13,31.75,86.76,0.49,75.19,0.0,1003.5,8,5,14,2,0,1
12.37,1.11,38.26,91.94,0.18,127.12,0.0,1013.3,8,5,15,2,0,1
12.26,0.8,33.32,89.95,0.46,110.12,0.0,1012.7,8,5,15,2,0,0
12.26,0.72,59.58,89.19,0.66,111.22,0.0,1020.6,8,5,15,2,0,0
12.26,0.69,34.79,83.07,0.39,99.62,0.0,1017.1,8,5,15,2,0,0
11.41,0.51,32.91,78.88,0.41,132.89,0.0,1010.6,8,5,16,2,0,0
11.09,0.58,32.28,77.89,0.79,103.36,0.0,1009.6,8,5,16,2,0,0
11.09,0.71,31.31,76.3,0.42,94.74,0.0,1006.0,8,5,16,2,0,0
11.09,0.62,30.36,75.87,1.27,104.05,0.0,1003.7,8,5,16,2,0,0
13.79,0.59,29.82,75.71,0.67,117.05,0.0,1001.9,8,5,17,2,0,0
14.83,0.52,28.72,76.74,0.48,116.18,0.0,999.4,8,5,17,2,0,0
14.83,0.49,28.55,77.9,0.29,141.12,0.0,999.0,8,5,17,2,0,0
14.83,0.47,27.87,78.43,0.21,110.68,2.2,997.3,8,5,17,2,0,0
12.12,0.46,27.43,78.4,0.57,103.71,0.2,996.7,8,5,18,2,0,0
11.07,0.74,27.42,77.74,0.42,106.12,0.6,996.9,8,5,18,2,0,0
11.07,0.83,27.18,77.43,0.68,101.45,0.6,996.6,8,5,18,2,0,0
11.07,0.95,26.88,77.62,0.5,102.8,0.2,995.9,8,5,18,2,0,0
16.32,0.87,26.55,78.03,0.47,105.52,0.0,994.9,8,5,19,2,0,0
18.34,0.78,26.32,78.06,0.56,102.69,0.0,994.2,8,5,19,2,0,0
18.34,0.92,26.12,77.77,0.7,105.58,0.2,993.5,8,5,19,2,0,0
18.34,1.1,25.84,77.45,0.72,102.61,0.2,993.1,8,5,19,2,0,1
19.24,1.1,25.85,78.27,0.43,97.79,0.0,992.9,8,5,20,2,0,1
19.58,1.24,25.59,78.87,0.34,102.4,0.2,992.2,8,5,20,2,0,1
19.58,1.1,25.57,78.36,0.39,72.96,0.2,992.1,8,5,20,2,0,1
19.58,0.98,25.55,77.44,0.47,90.48,0.2,992.0,8,5,20,2,0,0
21.88,1.02,25.38,77.53,0.54,106.59,0.0,991.5,8,5,21,2,0,1
22.76,1.2,25.19,78.24,0.58,92.58,0.0,991.2,8,5,21,2,0,1
22.76,1.12,25.02,78.43,0.47,102.5,0.0,990.8,8,5,21,2,0,1
22.76,1.25,25.0,77.99,0.28,86.46,0.0,990.6,8,5,21,2,0,1
23.43,1.14,24.97,77.67,0.16,76.66,0.0,990.6,8,5,22,2,0,1
23.68,1.27,24.87,77.61,0.48,93.72,0.0,990.6,8,5,22,2,0,1
23.68,1.34,24.88,77.71,0.32,106.93,0.0,990.8,8,5,22,2,0,1
23.68,1.17,24.87,77.78,0.2,78.88,0.2,990.8,8,5,22,2,0,1
27.41,1.27,24.8,78.43,0.18,53.8,0.0,990.5,8,5,23,2,0,1
28.84,2.2,24.48,78.55,0.2,89.06,0.4,990.3,8,5,23,2,0,2
28.84,1.93,24.47,79.28,0.08,23.01,0.0,989.9,8,5,23,2,0,1
28.1,1.47,23.96,79.76,0.13,96.52,0.0,988.5,8,6,0,2,0,1
27.81,1.49,23.67,80.04,0.22,104.62,0.2,988.1,8,6,0,2,0,1
27.81,1.33,23.45,79.89,0.16,101.39,0.0,987.6,8,6,0,2,0,1
27.81,1.37,23.23,80.05,0.09,59.95,0.2,987.0,8,6,0,2,0,1
38.4,1.39,22.77,80.3,0.23,81.92,0.0,986.1,8,6,1,2,1,1
42.47,1.19,22.51,80.57,0.33,90.24,0.0,985.6,8,6,1,2,1,1
42.47,1.35,22.07,80.5,0.39,96.11,0.0,984.4,8,6,1,2,1,1
42.47,1.29,21.86,80.16,0.33,101.78,0.0,983.9,8,6,1,2,1,1
44.15,1.06,21.68,79.48,0.24,98.63,0.0,983.6,8,6,2,2,1,1
44.8,1.11,21.63,79.73,0.29,110.84,0.0,983.4,8,6,2,2,1,1
44.8,1.13,21.48,79.7,0.2,96.45,0.0,983.3,8,6,2,2,1,1
44.8,1.07,21.29,79.37,0.11,105.25,0.0,983.0,8,6,2,2,1,1
38.73,0.86,21.27,79.42,0.22,99.66,0.0,982.9,8,6,3,2,1,0
36.39,0.72,21.4,79.71,0.15,101.27,0.6,983.4,8,6,3,2,1,0
36.39,0.67,21.38,79.62,0.19,121.35,0.0,983.3,8,6,3,2,1,0
36.39,0.72,21.26,79.47,0.19,87.15,0.0,983.0,8,6,3,2,1,0
39.23,0.77,21.28,79.44,0.07,184.31,0.0,982.9,8,6,4,2,1,0
40.32,0.77,21.13,79.17,0.17,97.02,0.2,982.8,8,6,4,2,1,0
40.32,1.04,21.03,78.9,0.1,79.72,0.2,982.7,8,6,4,2,1,1
40.32,1.14,21.05,79.08,0.27,112.05,0.2,982.5,8,6,4,2,1,1
32.78,0.84,21.15,79.26,0.07,109.71,0.0,982.6,8,6,5,2,1,0
29.88,0.83,20.98,78.91,0.14,111.27,0.0,982.5,8,6,5,2,0,0
29.88,0.84,20.91,78.92,0.1,95.56,0.0,982.2,8,6,5,2,0,0
29.88,0.9,20.94,78.91,0.1,88.67,0.2,982.3,8,6,5,2,0,0
35.58,0.85,17.25,72.54,0.17,116.35,0.4,971.8,8,6,6,2,1,0
37.78,1.03,17.84,73.22,0.13,68.09,0.0,974.0,8,6,6,2,1,1
37.78,0.98,18.99,75.28,0.15,86.61,0.2,977.2,8,6,6,2,1,0
37.78,0.82,20.26,76.96,0.1,70.36,0.0,980.6,8,6,6,2,1,0
32.16,0.83,21.91,77.53,0.01,109.51,0.0,984.6,8,6,7,2,1,0
30.0,0.72,27.4,77.65,0.11,120.12,0.0,990.0,8,6,7,2,0,0
30.0,0.46,31.11,79.6,0.12,158.24,0.0,1008.0,8,6,7,2,0,0
30.0,0.43,31.78,79.91,0.26,135.29,0.0,1008.9,8,6,7,2,0,0
24.94,0.37,31.73,80.1,0.3,137.4,1.0,1007.1,8,6,8,2,0,0
23.0,0.38,32.45,80.79,0.11,200.86,0.0,1009.1,8,6,8,2,0,0
23.0,0.43,23.6,67.45,0.02,52.18,0.0,978.9,8,6,8,2,0,0
23.0,0.52,21.91,66.3,0.12,102.7,0.0,974.9,8,6,8,2,0,0
23.51,0.47,22.59,59.22,0.4,99.71,0.0,976.4,8,6,9,2,0,0
23.72,0.46,30.81,57.93,0.36,128.35,0.0,1007.3,8,6,9,2,0,0
23.72,0.46,36.62,64.31,0.16,109.27,0.0,1026.6,8,6,9,2,0,0
23.72,0.43,36.68,69.6,0.18,115.87,0.0,1021.6,8,6,9,2,0,0
18.69,0.56,35.27,73.2,0.37,113.93,0.2,1014.4,8,6,10,2,0,0
16.76,0.44,37.34,73.88,0.33,122.53,0.0,1018.5,8,6,10,2,0,0
16.76,0.58,43.76,81.87,0.43,145.73,0.0,1042.8,8,6,10,2,0,0
16.76,0.69,45.21,84.5,0.31,122.71,0.0,1050.1,8,6,10,2,0,0
17.63,0.57,47.7,82.4,0.29,149.29,0.0,1056.9,8,6,11,2,0,0
17.97,0.57,40.96,70.37,0.43,92.12,0.0,1029.9,8,6,11,2,0,0
17.97,0.53,37.22,67.98,0.39,145.82,0.0,1018.5,8,6,11,2,0,0
17.97,0.53,33.34,74.86,0.67,109.84,0.8,1010.0,8,6,11,2,0,0
19.47,0.91,21.06,70.46,0.84,14.61,2.8,981.2,8,6,12,2,0,0
20.05,0.59,20.64,71.06,0.22,29.51,1.4,982.6,8,6,12,2,0,0
20.05,0.72,20.98,71.06,0.25,90.3,0.4,991.8,8,6,12,2,0,0
20.05,0.66,26.61,71.05,0.2,93.09,0.2,992.8,8,6,12,2,0,0
22.83,0.57,26.87,67.74,0.5,111.32,0.0,1004.2,8,6,13,2,0,0
23.91,0.52,27.06,58.27,0.53,124.18,0.0,992.2,8,6,13,2,0,0
23.91,0.38,27.16,58.75,0.48,109.87,0.2,997.8,8,6,13,2,0,0
23.91,0.43,27.36,57.8,0.46,124.59,0.2,991.9,8,6,13,2,0,0
24.09,0.35,28.83,61.15,0.62,122.08,0.2,1019.7,8,6,14,2,0,0
24.17,0.38,30.9,68.82,0.48,128.23,0.2,1018.9,8,6,14,2,0,0
24.17,0.37,32.62,73.66,0.33,121.51,0.2,1029.5,8,6,14,2,0,0
24.17,0.38,31.95,70.19,0.3,126.81,0.2,1022.6,8,6,14,2,0,0
21.22,0.37,32.62,71.73,0.55,95.85,0.2,1027.9,8,6,15,2,0,0
20.08,0.34,32.66,71.77,0.62,120.12,0.4,1028.1,8,6,15,2,0,0
20.08,0.35,33.58,77.24,0.75,109.98,0.2,1036.8,8,6,15,2,0,0
20.08,0.36,33.58,74.41,0.27,110.48,0.2,1035.9,8,6,15,2,0,0
16.01,0.35,33.02,68.44,0.58,114.27,0.0,1031.2,8,6,16,2,0,0
14.44,0.35,32.74,67.66,0.56,149.41,0.0,1029.7,8,6,16,2,0,0
14.44,0.38,31.56,64.62,0.31,163.38,0.0,1020.9,8,6,16,2,0,0
14.44,0.36,31.48,67.41,0.42,134.98,0.2,1020.9,8,6,16,2,0,0
13.16,0.4,31.27,67.99,0.36,139.87,0.0,1019.9,8,6,17,2,0,0
12.67,0.41,31.06,67.29,0.26,139.94,0.6,1019.1,8,6,17,2,0,0
12.67,0.41,31.05,70.27,0.24,112.56,0.2,1018.8,8,6,17,2,0,0
12.67,0.46,31.02,71.39,0.29,100.92,0.0,1018.2,8,6,17,2,0,0
13.31,0.62,30.85,71.73,0.21,89.29,0.0,1017.2,8,6,18,2,0,0
13.56,0.62,30.84,71.93,0.21,97.26,0.0,1017.3,8,6,18,2,0,0
13.56,0.71,30.74,73.4,0.28,106.94,0.0,1016.8,8,6,18,2,0,0
13.56,0.64,30.64,74.09,0.38,98.63,0.0,1016.1,8,6,18,2,0,0
11.13,0.61,30.55,74.51,0.39,105.02,0.0,1015.6,8,6,19,2,0,0
10.2,0.6,30.57,75.51,0.14,65.3,0.0,1015.4,8,6,19,2,0,0
10.2,0.53,30.41,76.48,0.12,100.58,0.0,1014.8,8,6,19,2,0,0
10.2,0.58,31.21,77.56,0.12,94.9,0.0,1009.6,8,6,19,2,0,0
21.34,0.62,31.52,77.26,0.18,98.34,0.0,1006.3,8,6,20,2,0,0
25.62,0.6,31.45,76.84,0.3,108.48,0.0,1005.9,8,6,20,2,0,0
25.62,0.61,31.38,75.53,0.42,96.45,0.0,1006.1,8,6,20,2,0,0
25.62,0.61,31.46,75.29,0.16,103.8,0.0,1006.5,8,6,20,2,0,0
19.89,0.58,31.54,76.05,0.25,68.36,0.0,1006.5,8,6,21,2,0,0
17.68,0.51,31.35,77.74,0.13,94.99,0.0,1006.5,8,6,21,2,0,0
17.68,0.51,31.17,78.37,0.23,70.9,0.0,1006.0,8,6,21,2,0,0
17.68,0.49,30.82,78.78,0.16,66.09,0.0,1005.6,8,6,21,2,0,0
18.32,0.43,30.48,79.2,0.16,91.52,0.0,1004.8,8,6,22,2,0,0
18.56,0.44,30.17,79.9,0.15,140.04,0.0,1004.6,8,6,22,2,0,0
18.56,0.39,29.96,79.78,0.18,122.34,0.0,1004.0,8,6,22,2,0,0
18.56,0.39,29.69,79.9,0.04,90.22,0.0,1003.7,8,6,22,2,0,0
17.92,0.4,29.25,80.08,0.12,76.25,0.0,1002.9,8,6,23,2,0,0
17.68,0.4,28.78,80.27,0.16,92.62,0.0,1001.8,8,6,23,2,0,0
17.68,0.4,28.33,80.44,0.06,126.54,0.0,1001.2,8,6,23,2,0,0
16.73,0.38,27.57,80.67,0.07,114.98,0.0,999.7,8,0,0,2,0,0
16.37,0.32,27.25,80.33,0.21,139.04,0.0,999.4,8,0,0,2,0,0
16.37,0.34,27.19,80.61,0.09,100.05,0.2,999.1,8,0,0,2,0,0
16.37,0.33,27.13,80.6,0.09,103.67,0.0,999.2,8,0,0,2,0,0
13.44,0.32,26.81,80.2,0.16,149.11,0.0,998.5,8,0,1,2,0,0
12.31,0.34,26.52,79.85,0.13,87.54,0.0,998.0,8,0,1,2,0,0
12.31,0.33,26.12,79.17,0.11,138.1,0.4,997.4,8,0,1,2,0,0
12.31,0.33,25.77,78.71,0.19,85.82,0.0,996.8,8,0,1,2,0,0
13.41,0.31,25.67,78.46,0.13,98.53,0.0,996.5,8,0,2,2,0,0
13.84,0.34,25.43,78.1,0.18,106.7,0.8,996.0,8,0,2,2,0,0
13.84,0.34,25.05,77.64,0.14,143.41,0.8,995.3,8,0,2,2,0,0
13.84,0.34,24.69,77.08,0.18,150.11,0.6,994.4,8,0,2,2,0,0
17.66,0.34,24.22,76.41,0.15,115.42,0.0,993.8,8,0,3,2,0,0
19.13,0.34,23.85,75.88,0.12,136.25,0.0,993.1,8,0,3,2,0,0
19.13,0.35,23.82,75.74,0.14,137.31,0.0,993.1,8,0,3,2,0,0
19.13,0.42,24.04,76.03,0.09,143.56,0.0,993.2,8,0,3,2,0,0
15.37,0.44,24.27,76.34,0.15,110.18,0.0,993.7,8,0,4,2,0,0
13.92,0.44,24.29,76.43,0.05,232.49,0.0,993.7,8,0,4,2,0,0
13.92,0.43,24.2,76.25,0.07,29.49,0.0,993.6,8,0,4,2,0,0
13.92,0.4,23.94,75.98,0.09,219.82,0.0,993.2,8,0,4,2,0,0
18.05,0.38,23.66,75.56,0.11,100.87,0.2,992.4,8,0,5,2,0,0
19.64,0.43,23.61,75.4,0.11,35.9,0.0,992.5,8,0,5,2,0,0
19.64,0.45,23.88,75.81,0.08,35.3,0.0,993.0,8,0,5,2,0,0
19.64,0.45,24.35,76.46,0.09,274.9,0.0,993.8,8,0,5,2,0,0
17.71,0.34,24.74,76.98,0.08,273.43,0.2,995.1,8,0,6,2,0,0
16.97,0.33,25.34,77.96,0.13,182.98,0.0,995.8,8,0,6,2,0,0
16.97,0.33,26.39,79.49,0.15,179.67,0.0,998.0,8,0,6,2,0,0
16.97,0.34,27.67,79.66,0.2,198.75,0.0,1000.4,8,0,6,2,0,0
16.45,0.34,29.37,80.2,0.04,54.59,0.0,1003.4,8,0,7,2,0,0
16.25,0.36,30.31,80.3,0.2,188.73,0.0,1005.3,8,0,7,2,0,0
16.25,0.37,31.44,81.33,0.34,211.89,0.0,1007.7,8,0,7,2,0,0
16.25,0.35,32.76,81.61,0.27,139.24,0.0,1010.0,8,0,7,2,0,0
16.28,0.33,33.4,81.66,0.24,146.84,0.0,1011.7,8,0,8,2,0,0
16.29,0.31,34.27,82.19,0.24,151.91,0.0,1013.6,8,0,8,2,0,0
16.29,0.32,35.41,81.86,0.31,115.98,0.0,1015.5,8,0,8,2,0,0
16.29,0.32,36.56,81.51,0.24,155.28,0.0,1017.9,8,0,8,2,0,0
14.83,0.32,36.77,81.05,0.4,145.05,0.0,1017.9,8,0,9,2,0,0
14.27,0.33,37.58,79.62,0.15,142.82,0.0,1019.4,8,0,9,2,0,0
14.27,0.32,38.59,80.02,0.24,146.81,0.0,1021.5,8,0,9,2,0,0
14.27,0.3,38.55,78.94,0.45,146.37,0.0,1021.4,8,0,9,2,0,0
16.21,0.28,38.65,76.88,0.49,125.6,0.0,1021.2,8,0,10,2,0,0
16.96,0.31,39.49,74.78,0.4,131.02,0.0,1023.2,8,0,10,2,0,0
16.96,0.31,44.24,80.82,0.52,121.9,0.0,1038.6,8,0,10,2,0,0
16.96,0.32,43.46,78.93,0.45,102.46,0.0,1034.8,8,0,10,2,0,0
17.7,0.31,45.75,81.42,0.49,129.64,0.0,1045.2,8,0,11,2,0,0
17.98,0.33,43.02,75.56,0.46,142.59,0.0,1032.5,8,0,11,2,0,0
17.98,0.29,45.84,77.97,0.55,81.24,0.0,1043.1,8,0,11,2,0,0
17.98,0.32,47.02,76.8,0.2,135.23,0.0,1043.2,8,0,11,2,0,0
14.28,0.3,49.88,80.06,0.61,118.52,0.0,1057.6,8,0,12,2,0,0
12.86,0.3,45.38,72.55,0.45,118.67,0.0,1038.9,8,0,12,2,0,0
12.86,0.31,45.1,78.45,0.59,118.44,0.0,1056.6,8,0,12,2,0,0
12.86,0.27,33.6,66.54,0.49,115.91,0.0,1004.6,8,0,12,2,0,0
14.75,0.6,33.19,67.55,0.39,155.78,0.0,1015.2,8,0,13,2,0,0
14.75,0.66,33.04,66.32,0.41,142.62,0.0,1003.3,8,0,13,2,0,0
14.75,0.43,33.85,69.12,0.29,132.37,0.0,1002.8,8,0,13,2,0,0
17.94,0.36,33.05,64.84,0.18,148.14,0.0,1002.5,8,0,14,2,0,0
19.16,0.41,33.03,64.88,0.31,166.98,0.0,1002.7,8,0,14,2,0,0
19.16,0.31,32.77,63.78,0.47,107.25,0.0,1002.1,8,0,14,2,0,0
19.16,0.29,32.56,63.34,0.57,105.76,0.0,1002.1,8,0,14,2,0,0
15.4,0.28,32.89,63.35,0.41,153.51,0.0,1002.2,8,0,15,2,0,0
13.95,0.28,32.94,64.53,0.28,102.55,0.0,1002.3,8,0,15,2,0,0
13.95,0.35,32.85,63.98,0.12,115.99,0.0,1002.5,8,0,15,2,0,0
